,type,weight,dataset,source,target,key,srcid,tgtid,etid
9916,membership,0.8072261,MC1,SeaSpray Wave SRL Solutions,Sea Products,0,U3125,U3161,2
9917,membership,0.8349302,MC1,SeaSpray Wave SRL Solutions,Sea Products,1,U3125,U3161,2
9918,membership,0.81606585,MC1,SeaSpray Wave SRL Solutions,903,0,U3125,U0566,2
9919,ownership,0.8675732,MC1,SeaSpray Wave SRL Solutions,762,0,U3125,U2148,3
9920,family_relationship,0.8131655,MC1,SeaSpray Wave SRL Solutions,23,0,U3125,U0250,1
9921,family_relationship,0.8020135,MC1,SeaSpray Wave SRL Solutions,Sylvia Johnson,0,U3125,U2222,1
9922,partnership,0.8863163,MC1,SeaSpray Wave SRL Solutions,Wanda Collins,0,U3125,U2233,4
9923,ownership,0.82518727,MC1,SeaSpray Wave SRL Solutions,e42f2b19-60d8-4df2-bb01-d2b42d134a26,0,U3125,U2249,3
9924,membership,0.8450393,MC1,SeaSpray Wave SRL Solutions,5276019,0,U3125,U2265,2
9925,family_relationship,0.90347946,MC1,SeaSpray Wave SRL Solutions,Lindsey Barr,0,U3125,U2273,1
9926,membership,0.84969544,MC1,SeaSpray Wave SRL Solutions,3436524,0,U3125,U2279,2
9927,ownership,0.92367667,MC1,SeaSpray Wave SRL Solutions,Diane Hughes,0,U3125,U2289,3
9928,family_relationship,0.89722437,MC1,SeaSpray Wave SRL Solutions,b8649055-5b40-43e1-ba33-93182cf978d4,0,U3125,U2303,1
9929,ownership,0.81618106,MC1,SeaSpray Wave SRL Solutions,Caleb Webster,0,U3125,U2307,3
9930,family_relationship,0.88043404,MC1,SeaSpray Wave SRL Solutions,Seth Kelley,0,U3125,U2230,1
9931,membership,0.9636375,MC1,SeaSpray Wave SRL Solutions,David Nielsen,0,U3125,U2396,2
9932,family_relationship,0.81350946,MC1,SeaSpray Wave SRL Solutions,âPartnersâ,0,U3125,U2450,1
9933,membership,0.8380906,MC1,SeaSpray Wave SRL Solutions,199,0,U3125,U1499,2
9934,ownership,0.8381067,MC1,SeaSpray Wave SRL Solutions,Heroin Cocaine Exchange Bitcoin,0,U3125,U3329,3
9935,partnership,0.8496987,MC1,SeaSpray Wave SRL Solutions,Emily Norton,0,U3125,U2492,4
9936,membership,0.81129724,MC1,SeaSpray Wave SRL Solutions,Candice Brown,0,U3125,U2550,2
9937,ownership,0.8805798,MC1,SeaSpray Wave SRL Solutions,Joanna Brown,0,U3125,U1399,3
9938,partnership,0.9579581,MC1,SeaSpray Wave SRL Solutions,Hardwoodsâ,0,U3125,U2578,4
9939,membership,0.80761653,MC1,SeaSpray Wave SRL Solutions,Estrella de Coral Ltd. Corporation Logistics,0,U3125,U3142,2
9940,membership,0.815937,MC1,SeaSpray Wave SRL Solutions,6338,0,U3125,U2621,2
9941,membership,0.8638769,MC1,SeaSpray Wave SRL Solutions,âThese,0,U3125,U0817,2
9942,membership,0.85241574,MC1,SeaSpray Wave SRL Solutions,86ac9e66-f9e8-4f2b-ad17-39a52c23288c,0,U3125,U2475,2
9943,membership,0.86923754,MC1,SeaSpray Wave SRL Solutions,drayage companies,0,U3125,U3340,2
9944,family_relationship,0.84713244,MC1,SeaSpray Wave SRL Solutions,83241316,0,U3125,U2685,1
9945,family_relationship,0.8574939,MC1,SeaSpray Wave SRL Solutions,Robert Rodriguez,0,U3125,U2711,1
9946,partnership,0.80349576,MC1,SeaSpray Wave SRL Solutions,959344,0,U3125,U2721,4
9947,partnership,0.81588244,MC1,SeaSpray Wave SRL Solutions,959344,1,U3125,U2721,4
9948,ownership,0.8035466,MC1,SeaSpray Wave SRL Solutions,2793,0,U3125,U2089,3
9949,family_relationship,0.87093216,MC1,SeaSpray Wave SRL Solutions,c18d0197-c30e-421f-bae3-2f8fa1e9159a,0,U3125,U2361,1
9950,membership,0.9224531,MC1,SeaSpray Wave SRL Solutions,Motor Vessel,0,U3125,U2773,2
9951,ownership,0.8514845,MC1,SeaSpray Wave SRL Solutions,69007292,0,U3125,U2784,3
9952,membership,0.80091965,MC1,SeaSpray Wave SRL Solutions,Bryan King,0,U3125,U2744,2
9953,partnership,0.805318,MC1,SeaSpray Wave SRL Solutions,HMS Montrose,0,U3125,U1663,4
9954,membership,0.84374696,MC1,SeaSpray Wave SRL Solutions,4962642,0,U3125,U1583,2
9955,partnership,0.8223545,MC1,SeaSpray Wave SRL Solutions,Morgan Black,0,U3125,U0843,4
9956,family_relationship,0.84299207,MC1,SeaSpray Wave SRL Solutions,Feb,0,U3125,U2390,1
9957,membership,0.84779435,MC1,SeaSpray Wave SRL Solutions,Playa de la Felicidad NV,0,U3125,U3154,2
9958,partnership,0.81383806,MC1,SeaSpray Wave SRL Solutions,Calvin Salas,0,U3125,U0984,4
9959,partnership,0.85660565,MC1,SeaSpray Wave SRL Solutions,Calvin Salas,1,U3125,U0984,4
9960,family_relationship,0.85987324,MC1,SeaSpray Wave SRL Solutions,7cc6bfba-4893-444b-a641-a7d0b48fa427,0,U3125,U0889,1
9961,ownership,0.9146326,MC1,SeaSpray Wave SRL Solutions,Mark Scott,0,U3125,U2936,3
9962,family_relationship,0.8070244,MC1,SeaSpray Wave SRL Solutions,11353,0,U3125,U2651,1
9963,partnership,0.8621302,MC1,SeaSpray Wave SRL Solutions,Xavier Sanchez,0,U3125,U0836,4
9964,ownership,0.8121532,MC1,SeaSpray Wave SRL Solutions,19285,0,U3125,U2834,3
9965,family_relationship,0.80400777,MC1,SeaSpray Wave SRL Solutions,James Calhoun,0,U3125,U2098,1
9966,partnership,0.8259853,MC1,SeaSpray Wave SRL Solutions,435,0,U3125,U2878,4
9967,ownership,0.8063967,MC1,Ocean Fisheries Llc,172114,0,U3126,U0585,3
9968,partnership,0.85290927,MC1,Ocean Fisheries Llc,854,0,U3126,U1131,4
9969,family_relationship,0.84790903,MC1,Ocean Fisheries Llc,Viking fishing,0,U3126,U0116,1
9970,membership,0.8001809,MC1,Ocean Fisheries Llc,903311212,0,U3126,U1481,2
9971,membership,0.88676596,MC1,Ocean Fisheries Llc,903311212,1,U3126,U1481,2
9972,partnership,0.8265983,MC1,Ocean Fisheries Llc,903311212,2,U3126,U1481,4
9973,partnership,0.8196937,MC1,Ocean Fisheries Llc,903311212,3,U3126,U1481,4
9974,ownership,0.8135304,MC1,Ocean Fisheries Llc,903311212,4,U3126,U1481,3
9975,membership,0.89973664,MC1,Ocean Fisheries Llc,903311212,5,U3126,U1481,2
9976,family_relationship,0.82993,MC1,Ocean Fisheries Llc,903311212,6,U3126,U1481,1
9977,membership,0.81316787,MC1,Ocean Fisheries Llc,903311212,7,U3126,U1481,2
9978,membership,0.893739,MC1,Ocean Fisheries Llc,903311212,8,U3126,U1481,2
9979,partnership,0.8294158,MC1,Ocean Fisheries Llc,903311212,9,U3126,U1481,4
9980,membership,0.8014878,MC1,Ocean Fisheries Llc,903311212,10,U3126,U1481,2
9981,ownership,0.8440701,MC1,Ocean Fisheries Llc,903311212,11,U3126,U1481,3
9982,membership,0.85122055,MC1,Ocean Fisheries Llc,Claire Russell,0,U3126,U0133,2
9983,ownership,0.9079827,MC1,Ocean Fisheries Llc,Scott Medina,0,U3126,U0135,3
9984,membership,0.88280183,MC1,Ocean Fisheries Llc,Brian Nelson,0,U3126,U0152,2
9985,membership,0.85003227,MC1,Ocean Fisheries Llc,âunregulatedâ,0,U3126,U0173,2
9986,partnership,0.93821424,MC1,Ocean Fisheries Llc,png xi  Line,0,U3126,U0253,4
9987,membership,0.9800934,MC1,Ocean Fisheries Llc,png xi  Line,1,U3126,U0253,2
9988,partnership,0.8603415,MC1,Ocean Fisheries Llc,png xi  Line,2,U3126,U0253,4
9989,ownership,0.8448923,MC1,Ocean Fisheries Llc,png xi  Line,3,U3126,U0253,3
9990,ownership,0.81615347,MC1,Ocean Fisheries Llc,png xi  Line,4,U3126,U0253,3
9991,family_relationship,0.86670923,MC1,Ocean Fisheries Llc,png xi  Line,5,U3126,U0253,1
9992,membership,0.89173955,MC1,Ocean Fisheries Llc,png xi  Line,6,U3126,U0253,2
9993,membership,0.8107397,MC1,Ocean Fisheries Llc,png xi  Line,7,U3126,U0253,2
9994,family_relationship,0.81569093,MC1,Ocean Fisheries Llc,png xi  Line,8,U3126,U0253,1
9995,membership,0.842974,MC1,Ocean Fisheries Llc,png xi  Line,9,U3126,U0253,2
9996,membership,0.87715906,MC1,Ocean Fisheries Llc,png xi  Line,10,U3126,U0253,2
9997,membership,0.8010685,MC1,Ocean Fisheries Llc,png xi  Line,11,U3126,U0253,2
9998,membership,0.82815963,MC1,Ocean Fisheries Llc,png xi  Line,12,U3126,U0253,2
9999,ownership,0.8278228,MC1,Ocean Fisheries Llc,png xi  Line,13,U3126,U0253,3
10000,membership,0.96251535,MC1,Ocean Fisheries Llc,png xi  Line,14,U3126,U0253,2
10001,ownership,0.8607963,MC1,Ocean Fisheries Llc,png xi  Line,15,U3126,U0253,3
10002,membership,0.81028426,MC1,Ocean Fisheries Llc,Tamil Nadu S.p.A.,0,U3126,U3128,2
10003,ownership,0.8766055,MC1,Ocean Fisheries Llc,e631b105-4953-43e1-8d37-a3ab5dd3d860,0,U3126,U3105,3
10004,membership,0.8216502,MC1,Ocean Fisheries Llc,water fishing,0,U3126,U0224,2
10005,family_relationship,0.8184799,MC1,Ocean Fisheries Llc,897,0,U3126,U0474,1
10006,membership,0.8350738,MC1,Ocean Fisheries Llc,109746,0,U3126,U0508,2
10007,partnership,0.88637334,MC1,Ocean Fisheries Llc,Alonso-FernÃ,0,U3126,U0545,4
10008,ownership,0.90203094,MC1,Ocean Fisheries Llc,âŠ,0,U3126,U0278,3
10009,membership,0.80515254,MC1,Ocean Fisheries Llc,âŠ,1,U3126,U0278,2
10010,membership,0.8458536,MC1,Ocean Fisheries Llc,11960055,0,U3126,U0601,2
10011,ownership,0.8601975,MC1,Ocean Fisheries Llc,874124852,0,U3126,U0612,3
10012,ownership,0.9037825,MC1,Ocean Fisheries Llc,874124852,1,U3126,U0612,3
10013,partnership,0.8590563,MC1,Ocean Fisheries Llc,salmon,0,U3126,U0628,4
10014,membership,0.80161357,MC1,Ocean Fisheries Llc,Aleut Community St,0,U3126,U0648,2
10015,ownership,0.8025336,MC1,Ocean Fisheries Llc,âAlaÄum KanuuxÌ,0,U3126,U0671,3
10016,partnership,0.91950727,MC1,Ocean Fisheries Llc,0,0,U3126,U0048,4
10017,membership,0.8174897,MC1,Ocean Fisheries Llc,17 Sept,0,U3126,U0697,2
10018,ownership,0.8292601,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,0,U3126,U0377,3
10019,ownership,0.829923,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,1,U3126,U0377,3
10020,membership,0.8343085,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,2,U3126,U0377,2
10021,membership,0.890718,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,3,U3126,U0377,2
10022,partnership,0.8264466,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,4,U3126,U0377,4
10023,family_relationship,0.81519204,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,5,U3126,U0377,1
10024,membership,0.80247176,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,6,U3126,U0377,2
10025,membership,0.80449903,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,7,U3126,U0377,2
10026,family_relationship,0.8861232,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,8,U3126,U0377,1
10027,ownership,0.9173641,MC1,Ocean Fisheries Llc,Mar del Oeste Pic,9,U3126,U0377,3
10028,membership,0.82006115,MC1,Ocean Fisheries Llc,36,0,U3126,U0714,2
10029,membership,0.8686582,MC1,Ocean Fisheries Llc,Rybachit Limited Liability Company,0,U3126,U0732,2
10030,family_relationship,0.836724,MC1,Ocean Fisheries Llc,ae88562c-5c39-4c15-b128-b4f67f5e5812,0,U3126,U0735,1
10031,ownership,0.80304736,MC1,Ocean Fisheries Llc,Leng 999 Gal,0,U3126,U0825,3
10032,membership,0.82153875,MC1,Ocean Fisheries Llc,551,0,U3126,U0144,2
10033,membership,0.8167291,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,0,U3126,U3125,2
10034,ownership,0.80543554,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,1,U3126,U3125,3
10035,family_relationship,0.8348955,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,2,U3126,U3125,1
10036,ownership,0.8884072,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,3,U3126,U3125,3
10037,membership,0.81869966,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,4,U3126,U3125,2
10038,membership,0.8304806,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,5,U3126,U3125,2
10039,membership,0.8430229,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,6,U3126,U3125,2
10040,ownership,0.8984813,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,7,U3126,U3125,3
10041,ownership,0.8691214,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,8,U3126,U3125,3
10042,ownership,0.8286541,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,9,U3126,U3125,3
10043,ownership,0.8902789,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,10,U3126,U3125,3
10044,membership,0.8786924,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,11,U3126,U3125,2
10045,membership,0.8786229,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,12,U3126,U3125,2
10046,family_relationship,0.93574846,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,13,U3126,U3125,1
10047,partnership,0.84993553,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,14,U3126,U3125,4
10048,membership,0.9126283,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,15,U3126,U3125,2
10049,ownership,0.85329,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,16,U3126,U3125,3
10050,membership,0.8363564,MC1,Ocean Fisheries Llc,SeaSpray Wave SRL Solutions,17,U3126,U3125,2
10051,family_relationship,0.8364515,MC1,Ocean Fisheries Llc,Andrea Gibson,0,U3126,U0122,1
10052,partnership,0.8285203,MC1,Ocean Fisheries Llc,505943,0,U3126,U0699,4
10053,ownership,0.8228057,MC1,Ocean Fisheries Llc,801809,0,U3126,U0946,3
10054,family_relationship,0.8047229,MC1,Ocean Fisheries Llc,44842,0,U3126,U0096,1
10055,ownership,0.81695956,MC1,Ocean Fisheries Llc,18,0,U3126,U0966,3
10056,partnership,0.9325767,MC1,Ocean Fisheries Llc,Calvin Salas,0,U3126,U0984,4
10057,family_relationship,0.83104,MC1,Ocean Fisheries Llc,Andrew Gamble,0,U3126,U0994,1
10058,membership,0.82357424,MC1,Ocean Fisheries Llc,2,0,U3126,U0106,2
10059,partnership,0.88495827,MC1,Ocean Fisheries Llc,Amanda Mckenzie,0,U3126,U0131,4
10060,partnership,0.8233108,MC1,Ocean Fisheries Llc,Amanda Mckenzie,1,U3126,U0131,4
10061,ownership,0.86418784,MC1,Ocean Fisheries Llc,Christy Fields,0,U3126,U1041,3
10062,partnership,0.8140194,MC1,Ocean Fisheries Llc,21240092,0,U3126,U1052,4
10063,partnership,0.8076928,MC1,Ocean Fisheries Llc,3506021,0,U3126,U0077,4
10064,membership,0.8697705,MC1,Ocean Fisheries Llc,3506021,1,U3126,U0077,2
10065,partnership,0.8548162,MC1,Ocean Fisheries Llc,3506021,2,U3126,U0077,4
10066,membership,0.8529139,MC1,Ocean Fisheries Llc,52,0,U3126,U0679,2
10067,membership,0.8016409,MC1,Ocean Fisheries Llc,52,1,U3126,U0679,2
10068,membership,0.8019746,MC1,Ocean Fisheries Llc,39893,0,U3126,U1067,2
10069,membership,0.81491095,MC1,Ocean Fisheries Llc,b47086b0-e225-436a-83b1-2cf5cda4dbd5,0,U3126,U1079,2
10070,membership,0.80535746,MC1,Ocean Fisheries Llc,â¬7,0,U3126,U1097,2
10071,ownership,0.8352066,MC1,Ocean Fisheries Llc,f9f6fc72-83db-4c44-a818-dde6c33985f9,0,U3126,U1107,3
10072,membership,0.9246764,MC1,Ocean Fisheries Llc,Morgan Black,0,U3126,U0843,2
10073,membership,0.88156664,MC1,Ocean Fisheries Llc,Alyssa Mccoy,0,U3126,U1127,2
10074,ownership,0.9043895,MC1,Ocean Fisheries Llc,Christopher Simon,0,U3126,U1144,3
10075,partnership,0.93376875,MC1,Ocean Fisheries Llc,John Barnes DDS,0,U3126,U1045,4
10076,ownership,0.9340217,MC1,Ocean Fisheries Llc,1214936,0,U3126,U1161,3
10077,membership,0.821634,MC1,Ocean Fisheries Llc,2198,0,U3126,U0304,2
10078,partnership,0.96533805,MC1,Ocean Fisheries Llc,Jonathan Garner,0,U3126,U1243,4
10079,partnership,0.8780657,MC1,Ocean Fisheries Llc,Ware,0,U3126,U3275,4
10080,ownership,0.81023705,MC1,Ocean Fisheries Llc,Amanda Becker,0,U3126,U1302,3
10081,family_relationship,0.8134036,MC1,Ocean Fisheries Llc,Sept,0,U3126,U0206,1
10082,membership,0.80623835,MC1,Ocean Fisheries Llc,ad8fe467-3759-4f53-bf6a-896a237d187f,0,U3126,U0824,2
10083,membership,0.88241804,MC1,Ocean Fisheries Llc,David Nunez MD,0,U3126,U1395,2
10084,membership,0.83949083,MC1,Ocean Fisheries Llc,Daniel Mason,0,U3126,U0801,2
10085,membership,0.8931689,MC1,Ocean Fisheries Llc,Daniel Snyder,0,U3126,U0876,2
10086,membership,0.8367059,MC1,Ocean Fisheries Llc,Daniel Snyder,1,U3126,U0876,2
10087,partnership,0.9326269,MC1,Ocean Fisheries Llc,Daniel Snyder,2,U3126,U0876,4
10088,membership,0.8860568,MC1,Ocean Fisheries Llc,Miranda Small,0,U3126,U1462,2
10089,membership,0.8846488,MC1,Ocean Fisheries Llc,Martin Bryant,0,U3126,U1479,2
10090,membership,0.9598863,MC1,Ocean Fisheries Llc,341411,0,U3126,U0008,2
10091,partnership,0.86924493,MC1,Ocean Fisheries Llc,da91eeb8-11f7-4634-95e7-f9413e9957aa,0,U3126,U1575,4
10092,membership,0.8010778,MC1,Ocean Fisheries Llc,Laurie Mclaughlin,0,U3126,U1624,2
10093,ownership,0.8495481,MC1,Ocean Fisheries Llc,morningâs,0,U3126,U1629,3
10094,ownership,0.8487019,MC1,Ocean Fisheries Llc,morningâs,1,U3126,U1629,3
10095,partnership,0.80662245,MC1,Ocean Fisheries Llc,55394387,0,U3126,U1651,4
10096,partnership,0.85511005,MC1,Ocean Fisheries Llc,waterâ,0,U3126,U1685,4
10097,partnership,0.8501558,MC1,Ocean Fisheries Llc,Roger Smith,0,U3126,U1699,4
10098,membership,0.8838335,MC1,Ocean Fisheries Llc,âHe,0,U3126,U0888,2
10099,partnership,0.8539889,MC1,Ocean Fisheries Llc,Snow Crab,0,U3126,U1730,4
10100,ownership,0.9281183,MC1,Ocean Fisheries Llc,Carol Wade,0,U3126,U1734,3
10101,membership,0.87092525,MC1,Ocean Fisheries Llc,Laura Smith,0,U3126,U3074,2
10102,partnership,0.8187835,MC1,Ocean Fisheries Llc,Maria Mitchell,0,U3126,U0128,4
10103,ownership,0.8161263,MC1,Ocean Fisheries Llc,bd16ff21-2da0-4ad7-8aec-d04a28b61277,0,U3126,U1766,3
10104,membership,0.92678297,MC1,Ocean Fisheries Llc,6204,0,U3126,U1870,2
10105,partnership,0.9503508,MC1,Ocean Fisheries Llc,665,0,U3126,U0171,4
10106,partnership,0.80225354,MC1,Ocean Fisheries Llc,576618,0,U3126,U1876,4
10107,membership,0.8050058,MC1,Ocean Fisheries Llc,2466,0,U3126,U1598,2
10108,ownership,0.8547558,MC1,Ocean Fisheries Llc,IPOS0000DOP,0,U3126,U3203,3
10109,family_relationship,0.8871636,MC1,Ocean Fisheries Llc,Mar de la Costa Ges.m.b.H.,0,U3126,U3221,1
10110,ownership,0.8160168,MC1,Ocean Fisheries Llc,Pesquera,0,U3126,U3138,3
10111,ownership,0.90984946,MC1,Ocean Fisheries Llc,67a59fab-710a-4992-b6d0-d581fd9dceba,0,U3126,U0924,3
10112,membership,0.87973475,MC1,Ocean Fisheries Llc,Elizabeth Anderson,0,U3126,U1921,2
10113,membership,0.8464797,MC1,Ocean Fisheries Llc,903574229,0,U3126,U1922,2
10114,partnership,0.83174574,MC1,Ocean Fisheries Llc,Lindsey Conway,0,U3126,U1925,4
10115,family_relationship,0.9421566,MC1,Ocean Fisheries Llc,a0ea93dc-6767-4682-b424-21b5a24ea24b,0,U3126,U1935,1
10116,membership,0.8315571,MC1,Ocean Fisheries Llc,Robert Edwards,0,U3126,U1963,2
10117,membership,0.87216973,MC1,Ocean Fisheries Llc,58,0,U3126,U0164,2
10118,membership,0.80266255,MC1,Ocean Fisheries Llc,Blue Water Ventures Kga,0,U3126,U3300,2
10119,ownership,0.9073099,MC1,Ocean Fisheries Llc,697844686,0,U3126,U2017,3
10120,membership,0.8518193,MC1,Ocean Fisheries Llc,Heather Porter,0,U3126,U2051,2
10121,membership,0.9668782,MC1,Ocean Fisheries Llc,Jeremy Norris,0,U3126,U0472,2
10122,partnership,0.8155851,MC1,Ocean Fisheries Llc,Jeremy Norris,1,U3126,U0472,4
10123,family_relationship,0.8389524,MC1,Ocean Fisheries Llc,Stephen Marks,0,U3126,U2076,1
10124,family_relationship,0.8334218,MC1,Ocean Fisheries Llc,950296,0,U3126,U0930,1
10125,membership,0.84381944,MC1,Ocean Fisheries Llc,Tristan Johnson,0,U3126,U0993,2
10126,membership,0.8530785,MC1,Ocean Fisheries Llc,Tristan Johnson,1,U3126,U0993,2
10127,partnership,0.8150581,MC1,Ocean Fisheries Llc,William Palmer,0,U3126,U2113,4
10128,partnership,0.8926162,MC1,Ocean Fisheries Llc,82379,0,U3126,U2159,4
10129,family_relationship,0.8215175,MC1,Ocean Fisheries Llc,Covid,0,U3126,U2225,1
10130,membership,0.85061014,MC1,Ocean Fisheries Llc,The Salty Pearl River S.p.A. Export,0,U3126,U1955,2
10131,membership,0.8757445,MC1,Ocean Fisheries Llc,e678510b-947d-455a-8eb0-44d1009682ec,0,U3126,U0821,2
10132,membership,0.840274,MC1,Ocean Fisheries Llc,d025bbec-393d-4f51-94b3-01b77280ef31,0,U3126,U2264,2
10133,partnership,0.9326524,MC1,Ocean Fisheries Llc,electric cars,0,U3126,U2295,4
10134,membership,0.840256,MC1,Ocean Fisheries Llc,5890393d-3bb2-4f08-a460-4aa025e28de0,0,U3126,U2388,2
10135,ownership,0.8389201,MC1,Ocean Fisheries Llc,979893388,0,U3126,U0901,3
10136,family_relationship,0.8307202,MC1,Ocean Fisheries Llc,979893388,1,U3126,U0901,1
10137,membership,0.8175834,MC1,Ocean Fisheries Llc,8814,0,U3126,U2435,2
10138,ownership,0.9373594,MC1,Ocean Fisheries Llc,Vanessa Avila,0,U3126,U0320,3
10139,membership,0.8467487,MC1,Ocean Fisheries Llc,Kristen Martin,0,U3126,U2442,2
10140,membership,0.8077328,MC1,Ocean Fisheries Llc,9550,0,U3126,U2485,2
10141,ownership,0.8082375,MC1,Ocean Fisheries Llc,6,0,U3126,U0126,3
10142,family_relationship,0.89331144,MC1,Ocean Fisheries Llc,Danish Lobster Limited Liability Company Brothers,0,U3126,U2499,1
10143,ownership,0.86794037,MC1,Ocean Fisheries Llc,Faurtil FÃ¡brica Urnas TietÃª,0,U3126,U3133,3
10144,ownership,0.8049997,MC1,Ocean Fisheries Llc,46901627,0,U3126,U2503,3
10145,membership,0.80552286,MC1,Ocean Fisheries Llc,ExportaÃ,0,U3126,U2563,2
10146,membership,0.8311924,MC1,Ocean Fisheries Llc,Charles Fitzgerald,0,U3126,U2223,2
10147,ownership,0.87701076,MC1,Ocean Fisheries Llc,Patricia Flores,0,U3126,U1753,3
10148,ownership,0.92705065,MC1,Ocean Fisheries Llc,Patricia Flores,1,U3126,U1753,3
10149,membership,0.8393872,MC1,Ocean Fisheries Llc,Playa de la Felicidad NV,0,U3126,U3154,2
10150,partnership,0.80681986,MC1,Ocean Fisheries Llc,7023,0,U3126,U0575,4
10151,membership,0.85431534,MC1,Ocean Fisheries Llc,Manuel Hess,0,U3126,U2759,2
10152,membership,0.92946917,MC1,Ocean Fisheries Llc,Motor Vessel,0,U3126,U2773,2
10153,membership,0.82270485,MC1,Ocean Fisheries Llc,114d2882-b620-4098-bb56-d865bbb85339,0,U3126,U2776,2
10154,family_relationship,0.8399156,MC1,Ocean Fisheries Llc,Haryana s Co Transit,0,U3126,U3241,1
10155,ownership,0.8686541,MC1,Ocean Fisheries Llc,14636,0,U3126,U2789,3
10156,family_relationship,0.82264143,MC1,Ocean Fisheries Llc,7577,0,U3126,U2702,1
10157,partnership,0.82898384,MC1,Ocean Fisheries Llc,Nathaniel Shah,0,U3126,U2837,4
10158,partnership,0.8395006,MC1,Ocean Fisheries Llc,Richard Perkins,0,U3126,U0851,4
10159,family_relationship,0.8028521,MC1,Ocean Fisheries Llc,31368,0,U3126,U2653,1
10160,family_relationship,0.85740256,MC1,Ocean Fisheries Llc,Bloomberg Law,0,U3126,U3301,1
10161,family_relationship,0.9018619,MC1,Ocean Fisheries Llc,Faroe Islands Shrimp Shark,0,U3126,U0007,1
10162,membership,0.83115107,MC1,Ocean Fisheries Llc,Faroe Islands Shrimp Shark,1,U3126,U0007,2
10163,ownership,0.8534538,MC1,Ocean Fisheries Llc,160,0,U3126,U1303,3
10164,ownership,0.87826157,MC1,Ocean Fisheries Llc,160,1,U3126,U1303,3
10165,family_relationship,0.84756887,MC1,Ocean Fisheries Llc,âexemplaryâ,0,U3126,U2904,1
10166,family_relationship,0.9057058,MC1,Ocean Fisheries Llc,011ad1ae-ae1b-4c74-9f58-c020e6a3e836,0,U3126,U2743,1
10167,ownership,0.84031874,MC1,Ocean Fisheries Llc,9820523,0,U3126,U2957,3
10168,ownership,0.80355394,MC1,Ocean Fisheries Llc,Scania Seafaring SRL Express,0,U3126,U2982,3
10169,membership,0.8060395,MC1,Ocean Fisheries Llc,5246016,0,U3126,U3016,2
10170,membership,0.97272134,MC1,Ocean Fisheries Llc,64667049,0,U3126,U3029,2
10171,membership,0.9027288,MC1,Ocean Fisheries Llc,0f952ad7-6ecb-472e-8a30-895501a0e8c8,0,U3126,U3009,2
10172,membership,0.9052297,MC1,Ocean Fisheries Llc,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc,0,U3126,U2176,2
10173,family_relationship,0.825216,MC1,Ocean Fisheries Llc,hours,0,U3126,U0123,1
10174,partnership,0.8122047,MC1,Tamil Nadu S.p.A.,St,0,U3128,U0141,4
10175,partnership,0.81590563,MC1,Tamil Nadu S.p.A.,Tristan Johnson,0,U3128,U0993,4
10176,partnership,0.815887,MC1,Tamil Nadu S.p.A.,b8567859-bf54-49fd-8332-5775e19c65af,0,U3128,U3084,4
10177,membership,0.83044064,MC1,Tamil Nadu S.p.A.,Sonia Fisheries Pvt,0,U3128,U3137,2
10178,membership,0.81872314,MC1,Tamil Nadu S.p.A.,Rama Overseas,0,U3128,U3189,2
10179,membership,0.83325005,MC1,Tamil Nadu S.p.A.,Ocean Fisheries Llc,0,U3128,U3126,2
10180,ownership,0.88734645,MC1,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,863749817,0,U3129,U1298,3
10181,ownership,0.85863686,MC1,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,475,0,U3129,U1299,3
10182,membership,0.806217,MC1,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,Amanda Becker,0,U3129,U1302,2
10183,ownership,0.7412,MC1,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,464454263,0,U3129,U1997,3
